_id,image,brand,name,price,speed,modulesCount,moduleCapacityGb,firstWordLatencyNs,casLatency
608dd5ff905ec60bdc06a346,/images/ram/ffb7d01f648f75ec73d6810a1b11d420.256p.jpg,Kingston,HyperX Predator RGB 64 GB,1874.55,3200,4,16,10,16
608dd5ff905ec60bdc06a347,/images/ram/f0faf663c40134c27ced9f989f4438b3.256p.jpg,Kingston,ValueRAM 8 GB,187.87,2666,1,8,14.254,19
608dd5ff905ec60bdc06a348,/images/ram/9b5ba5400deede3d510555b6f01fbc7d.256p.jpg,G.Skill,Trident Z Royal 16 GB,1858.27,4800,2,8,7.5,18
608dd5ff905ec60bdc06a349,/images/ram/33142ae481ec73d84380a05185768e17.256p.jpg,Corsair,Vengeance RGB Pro 16 GB,1851.80,4600,2,8,8.261,19
608dd5ff905ec60bdc06a350,/images/ram/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg,G.Skill,Trident Z RGB 64 GB,1851.80,3200,4,16,10,16
608dd5ff905ec60bdc06a351,/images/ram/681257a4252a8487aa73496ce7b55ca6.256p.jpg,Kingston,HyperX Fury 64 GB,1847.30,3466,2,32,9.81,17
608dd5ff905ec60bdc06a352,/images/ram/b83826baf6a2a34261810c001f487c8e.256p.jpg,G.Skill,Trident Z Neo 64 GB,1847.25,3000,4,16,10.667,16
608dd5ff905ec60bdc06a353,/images/ram/41C82Ne9poL.jpg,Crucial,Ballistix 64 GB,1847.25,3600,2,32,8.889,16
608dd5ff905ec60bdc06a354,/images/ram/b83826baf6a2a34261810c001f487c8e.256p.jpg,G.Skill,Trident Z Neo 64 GB,1847.03,3600,4,16,10,18
608dd5ff905ec60bdc06a355,/images/ram/b83826baf6a2a34261810c001f487c8e.256p.jpg,G.Skill,Trident Z Neo 64 GB,1846.80,3600,2,32,10,18
608dd5ff905ec60bdc06a356,/images/ram/371544d55eba2a6c99d0a22532742694.256p.jpg,G.Skill,Ripjaws V Series 32 GB,1845.16,3333,4,8,9.601,16
608dd5ff905ec60bdc06a357,/images/ram/68533961a8a572370909236c3cdaa183.256p.jpg,G.Skill,Sniper X 64 GB,1842.70,3000,4,16,10.667,16
608dd5ff905ec60bdc06a358,/images/ram/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg,Corsair,Vengeance LPX 16 GB,1834.97,4333,2,8,8.77,19
608dd5ff905ec60bdc06a359,/images/ram/70edec2ec156798e0c52b0fec508a655.256p.jpg,G.Skill,Trident Z 16 GB,1834.51,4500,2,8,8.444,19
608dd5ff905ec60bdc06a360,/images/ram/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg,Corsair,Vengeance RGB Pro 64 GB,1833.65,2666,4,16,12.003,16
608dd5ff905ec60bdc06a361,/images/ram/94a32d4e5688c7e95c8939a602ba1823.256p.jpg,Kingston,HyperX Predator 64 GB,1833.65,3333,4,16,9.601,16
608dd5ff905ec60bdc06a362,/images/ram/681257a4252a8487aa73496ce7b55ca6.256p.jpg,Kingston,HyperX Fury 64 GB,1826.64,3600,2,32,10,18
608dd5ff905ec60bdc06a363,/images/ram/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg,G.Skill,Trident Z RGB 64 GB,1820.59,3200,2,32,10,16
608dd5ff905ec60bdc06a364,/images/ram/995ba50cde305ff8015c1c37c294bcac.256p.jpg,Crucial,Ballistix Tactical Tracer 32 GB,1817.09,2666,2,16,12.003,16
608dd5ff905ec60bdc06a365,/images/ram/9f44c54742b1eceec15bc22b511f1e50.256p.jpg,G.Skill,Ripjaws V 64 GB,1811.31,3600,2,32,10,18
608dd5ff905ec60bdc06a366,/images/ram/414q71CvL1L.jpg,Team,XTREEM ARGB 32 GB,1801.30,3200,2,16,8.75,14
608dd5ff905ec60bdc06a367,/images/ram/7c3e2b7a9e51b5988c26094b6d116f20.256p.jpg,G.Skill,Flare X 64 GB,1797.20,2933,4,16,10.91,16
608dd5ff905ec60bdc06a368,/images/ram/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg,Corsair,Vengeance RGB Pro 64 GB,1794.43,2933,4,16,10.91,16
608dd5ff905ec60bdc06a369,/images/ram/51DjDcyZyML.jpg,G.Skill,Ripjaws V Series 64 GB,1788.10,2666,4,16,11.253,15
608dd5ff905ec60bdc06a370,/images/ram/ffb7d01f648f75ec73d6810a1b11d420.256p.jpg,Kingston,HyperX Predator RGB 64 GB,1783.60,3000,4,16,10,15
608dd5ff905ec60bdc06a371,/images/ram/73f85c9fa67d539be8df8376716fad93.256p.jpg,Corsair,Vengeance RGB Pro 32 GB,1777.14,4000,2,16,9,18
608dd5ff905ec60bdc06a372,/images/ram/45cf55b4909200ebcac34b86cf2b9874.256p.jpg,Corsair,Vengeance LPX 64 GB,1775.91,3200,4,16,10,16
608dd5ff905ec60bdc06a373,/images/ram/a18df498ce92e05fcaec732ed3960cde.256p.jpg,Corsair,Dominator Platinum 32 GB,1774.50,2666,4,8,11.253,15
608dd5ff905ec60bdc06a374,/images/ram/f7d7adda57193c3dcff18882ff69a4ca.256p.jpg,Corsair,Dominator Platinum 16 GB,1774.50,3866,2,8,9.312,18
