_id,image,brand,name,price,powerSupplyStandard,maxMotherboardSize,type,sidePanelWindow
608dd450905ec60bdc070003,/images/case/41YQ1Q9MESL.jpg,Corsair,Air 540,568.20,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc070004,/images/case/925ec5e458bd51c39f977597d242b009.256p.jpg,Corsair,Carbide 175R RGB,295.30,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070005,/images/case/85d012b4951d2bd9abe3a8d999d9fa7d.256p.jpg,Corsair,Crystal 460X RGB,693.83,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070006,/images/case/d37f36bea23d6efa61cc696257f7dd8b.256p.jpg,Corsair,Crystal 570X RGB,885.48,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc070007,/images/case/daed134a31818cbc37aef1a70712abc3.256p.jpg,Corsair,Crystal 570X RGB Mirror Black,880.83,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070008,/images/case/3a39a10c5fea218ee6db2ac78c520a83.256p.jpg,Corsair,Crystal 680X RGB,1035.08,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070009,/images/case/fa335af101aa114dcaa133df9352e46d.256p.jpg,Corsair,iCUE 220T RGB,497.32,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070010,/images/case/e7ede7a1213f28e72b4f19f1afafc261.256p.jpg,Corsair,iCUE 220T RGB Airflow,451.82,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070011,/images/case/3a87f7d1da63e23f30f3e4bf032ae7c5.256p.jpg,Corsair,iCUE 4000X RGB,528.62,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070012,/images/case/41olehEgoVL.jpg,Corsair,iCUE 465X RGB,578.76,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070013,/images/case/b630d3e8642df2ed4e9a4278d55ee88a.256p.jpg,Corsair,iCUE 5000X RGB,857.68,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070014,/images/case/41tzS2mBxyL.jpg,Corsair,Obsidian 500D RGB SE,1187.50,ATX,ATX,ATX Mid Tower,Tinted Tempered Glass
608dd450905ec60bdc070015,/images/case/9e4bd51b5111e35d42ce99e6dd4390c3.256p.jpg,Corsair,SPEC OMEGA,536.45,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070016,/images/case/d6d58d8d77d90759b800ae04dac4e0fb.256p.jpg,Corsair,SPEC-01,238.51,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc070017,/images/case/1ee66c4bb31851a70ed7c3447f47b217.256p.jpg,Corsair,SPEC-03,791.11,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc070018,/images/case/c9311c06d9c91ae40c70c259af9245eb.256p.jpg,Corsair,SPEC-04,349.85,ATX,ATX,ATX Mid Tower,Acrylic
